40,30,0,0,0,0,0,67.5624
40,30,0,0,0,0,0.05,67.5624
40,30,0,0,0,0,0.1,67.5624
40,30,0,0,0,0,0.15,67.5624
40,30,0,0,0,0,0.2,67.5624
40,30,0,0,0,0,0.25,67.5624
40,30,0,0,0,0,0.3,67.5624
40,30,0,0,0,0,0.35,67.5624
40,30,0,0,0,0,0.4,67.5624
40,30,0,0,0,0,0.45,67.5624
40,30,0,0.2,0,0,0,67.5624
40,30,0,0.2,0,0,0.05,67.5624
40,30,0,0.2,0,0,0.1,67.5624
40,30,0,0.2,0,0,0.15,67.5624
40,30,0,0.2,0,0,0.2,67.5624
40,30,0,0.2,0,0,0.25,67.5624
40,30,0,0.2,0,0,0.3,67.5624
40,30,0,0.2,0,0,0.35,67.5624
40,30,0,0.2,0,0,0.4,67.5624
40,30,0,0.2,0,0,0.45,67.5624
40,30,0,0.4,0,0,0,67.5624
40,30,0,0.4,0,0,0.05,67.5624
40,30,0,0.4,0,0,0.1,67.5624
40,30,0,0.4,0,0,0.15,67.5624
40,30,0,0.4,0,0,0.2,67.5624
40,30,0,0.4,0,0,0.25,67.5624
40,30,0,0.4,0,0,0.3,67.5624
40,30,0,0.4,0,0,0.35,67.5624
40,30,0,0.4,0,0,0.4,67.5624
40,30,0,0.4,0,0,0.45,67.5624
40,30,0,0.6,0,0,0,67.5624
40,30,0,0.6,0,0,0.05,67.5624
40,30,0,0.6,0,0,0.1,67.5624
40,30,0,0.6,0,0,0.15,67.5624
40,30,0,0.6,0,0,0.2,67.5624
40,30,0,0.6,0,0,0.25,67.5624
40,30,0,0.6,0,0,0.3,67.5624
40,30,0,0.6,0,0,0.35,67.5624
40,30,0,0.6,0,0,0.4,67.5624
40,30,0,0.6,0,0,0.45,67.5624
40,30,0,0.8,0,0,0,67.5624
40,30,0,0.8,0,0,0.05,67.5624
40,30,0,0.8,0,0,0.1,67.5624
40,30,0,0.8,0,0,0.15,67.5624
40,30,0,0.8,0,0,0.2,67.5624
40,30,0,0.8,0,0,0.25,67.5624
40,30,0,0.8,0,0,0.3,67.5624
40,30,0,0.8,0,0,0.35,67.5624
40,30,0,0.8,0,0,0.4,67.5624
40,30,0,0.8,0,0,0.45,67.5624
40,30,0,1,0,0,0,67.5624
40,30,0,1,0,0,0.05,67.5624
40,30,0,1,0,0,0.1,67.5624
40,30,0,1,0,0,0.15,67.5624
40,30,0,1,0,0,0.2,67.5624
40,30,0,1,0,0,0.25,67.5624
40,30,0,1,0,0,0.3,67.5624
40,30,0,1,0,0,0.35,67.5624
40,30,0,1,0,0,0.4,67.5624
40,30,0,1,0,0,0.45,67.5624
40,30,0,1.2,0,0,0,67.5624
40,30,0,1.2,0,0,0.05,67.5624
40,30,0,1.2,0,0,0.1,67.5624
40,30,0,1.2,0,0,0.15,67.5624
40,30,0,1.2,0,0,0.2,67.5624
40,30,0,1.2,0,0,0.25,67.5624
40,30,0,1.2,0,0,0.3,67.5624
40,30,0,1.2,0,0,0.35,67.5624
40,30,0,1.2,0,0,0.4,67.5624
40,30,0,1.2,0,0,0.45,67.5624
40,30,0,1.4,0,0,0,67.5624
40,30,0,1.4,0,0,0.05,67.5624
40,30,0,1.4,0,0,0.1,67.5624
40,30,0,1.4,0,0,0.15,67.5624
40,30,0,1.4,0,0,0.2,67.5624
40,30,0,1.4,0,0,0.25,67.5624
40,30,0,1.4,0,0,0.3,67.5624
40,30,0,1.4,0,0,0.35,67.5624
40,30,0,1.4,0,0,0.4,67.5624
40,30,0,1.4,0,0,0.45,67.5624
40,30,0,1.6,0,0,0,67.5624
40,30,0,1.6,0,0,0.05,67.5624
40,30,0,1.6,0,0,0.1,67.5624
40,30,0,1.6,0,0,0.15,67.5624
40,30,0,1.6,0,0,0.2,67.5624
40,30,0,1.6,0,0,0.25,67.5624
40,30,0,1.6,0,0,0.3,67.5624
40,30,0,1.6,0,0,0.35,67.5624
40,30,0,1.6,0,0,0.4,67.5624
40,30,0,1.6,0,0,0.45,67.5624
40,30,0,1.8,0,0,0,67.5624
40,30,0,1.8,0,0,0.05,67.5624
40,30,0,1.8,0,0,0.1,67.5624
40,30,0,1.8,0,0,0.15,67.5624
40,30,0,1.8,0,0,0.2,67.5624
40,30,0,1.8,0,0,0.25,67.5624
40,30,0,1.8,0,0,0.3,67.5624
40,30,0,1.8,0,0,0.35,67.5624
40,30,0,1.8,0,0,0.4,67.5624
40,30,0,1.8,0,0,0.45,67.5624
40,30,0,0,0,0.5,0,51.8877
40,30,0,0,0,0.5,0.05,49.8096
40,30,0,0,0,0.5,0.1,114.718
40,30,0,0,0,0.5,0.15,45.7934
40,30,0,0,0,0.5,0.2,45.4892
40,30,0,0,0,0.5,0.25,44.2456
40,30,0,0,0,0.5,0.3,39.6617
40,30,0,0,0,0.5,0.35,39.1283
40,30,0,0,0,0.5,0.4,41.6506
40,30,0,0,0,0.5,0.45,227.752
40,30,0,0.2,0,0.5,0,62.9031
40,30,0,0.2,0,0.5,0.05,49.8091
40,30,0,0.2,0,0.5,0.1,37.6811
40,30,0,0.2,0,0.5,0.15,45.7933
40,30,0,0.2,0,0.5,0.2,45.4903
40,30,0,0.2,0,0.5,0.25,37.9618
40,30,0,0.2,0,0.5,0.3,37.7792
40,30,0,0.2,0,0.5,0.35,39.1286
40,30,0,0.2,0,0.5,0.4,41.6515
40,30,0,0.2,0,0.5,0.45,37.5539
40,30,0,0.4,0,0.5,0,62.9022
40,30,0,0.4,0,0.5,0.05,49.8095
40,30,0,0.4,0,0.5,0.1,34.7183
40,30,0,0.4,0,0.5,0.15,37.0515
40,30,0,0.4,0,0.5,0.2,45.4891
40,30,0,0.4,0,0.5,0.25,37.9621
40,30,0,0.4,0,0.5,0.3,37.7784
40,30,0,0.4,0,0.5,0.35,39.1254
40,30,0,0.4,0,0.5,0.4,37.5801
40,30,0,0.4,0,0.5,0.45,37.5548
40,30,0,0.6,0,0.5,0,51.8908
40,30,0,0.6,0,0.5,0.05,49.8099
40,30,0,0.6,0,0.5,0.1,283.548
40,30,0,0.6,0,0.5,0.15,37.0483
40,30,0,0.6,0,0.5,0.2,45.5874
40,30,0,0.6,0,0.5,0.25,44.2466
40,30,0,0.6,0,0.5,0.3,39.6618
40,30,0,0.6,0,0.5,0.35,37.6521
40,30,0,0.6,0,0.5,0.4,41.6522
40,30,0,0.6,0,0.5,0.45,78.1417
40,30,0,0.8,0,0.5,0,51.8899
40,30,0,0.8,0,0.5,0.05,96.0918
40,30,0,0.8,0,0.5,0.1,34.7179
40,30,0,0.8,0,0.5,0.15,45.7941
40,30,0,0.8,0,0.5,0.2,45.4891
40,30,0,0.8,0,0.5,0.25,44.2455
40,30,0,0.8,0,0.5,0.3,39.6622
40,30,0,0.8,0,0.5,0.35,39.1293
40,30,0,0.8,0,0.5,0.4,41.6507
40,30,0,0.8,0,0.5,0.45,39.069
40,30,0,1,0,0.5,0,51.8907
40,30,0,1,0,0.5,0.05,47.4926
40,30,0,1,0,0.5,0.1,178.495
40,30,0,1,0,0.5,0.15,45.7931
40,30,0,1,0,0.5,0.2,81.8467
40,30,0,1,0,0.5,0.25,44.2453
40,30,0,1,0,0.5,0.3,67.8156
40,30,0,1,0,0.5,0.35,37.6494
40,30,0,1,0,0.5,0.4,37.5805
40,30,0,1,0,0.5,0.45,37.5554
