40,28,0,0.5,0.3,0,0,0,54.0476
40,28,0,0.5,0.3,0,0,0.1,53.1648
40,28,0,0.5,0.3,0,0,0.2,52.913
40,28,0,0.5,0.3,0,0,0.3,38.0194
40,28,0,0.5,0.3,0,0,0.4,46.9334
40,28,0,0.5,0.3,0,0,0.5,38.0179
40,28,0,0.5,0.3,0,0,0.6,32.9617
40,28,0,0.5,0.3,0,0,0.7,34.0076
40,28,0,0.5,0.3,0,0,0.8,30.7204
40,28,0,0.5,0.3,0,0,0.9,38.0187
40,28,0,0.5,0.3,0,0.1,0,53.1647
40,28,0,0.5,0.3,0,0.1,0.1,36.8304
40,28,0,0.5,0.3,0,0.1,0.2,36.9879
40,28,0,0.5,0.3,0,0.1,0.3,33.6879
40,28,0,0.5,0.3,0,0.1,0.4,35.0877
40,28,0,0.5,0.3,0,0.1,0.5,26.9039
40,28,0,0.5,0.3,0,0.1,0.6,18.4013
40,28,0,0.5,0.3,0,0.1,0.7,35.0866
40,28,0,0.5,0.3,0,0.1,0.8,38.1264
40,28,0,0.5,0.3,0,0.1,0.9,26.1743
40,28,0,0.5,0.3,0,0.2,0,38.0192
40,28,0,0.5,0.3,0,0.2,0.1,36.9846
40,28,0,0.5,0.3,0,0.2,0.2,35.905
40,28,0,0.5,0.3,0,0.2,0.3,35.9043
40,28,0,0.5,0.3,0,0.2,0.4,26.538
40,28,0,0.5,0.3,0,0.2,0.5,26.5394
40,28,0,0.5,0.3,0,0.2,0.6,26.5397
40,28,0,0.5,0.3,0,0.2,0.7,26.5397
40,28,0,0.5,0.3,0,0.2,0.8,26.538
40,28,0,0.5,0.3,0,0.2,0.9,26.5385
40,28,0,0.5,0.3,0,0.3,0,34.4929
40,28,0,0.5,0.3,0,0.3,0.1,35.0871
40,28,0,0.5,0.3,0,0.3,0.2,40.355
40,28,0,0.5,0.3,0,0.3,0.3,29.8243
40,28,0,0.5,0.3,0,0.3,0.4,26.5383
40,28,0,0.5,0.3,0,0.3,0.5,23.1653
40,28,0,0.5,0.3,0,0.3,0.6,26.6314
40,28,0,0.5,0.3,0,0.3,0.7,53.7801
40,28,0,0.5,0.3,0,0.3,0.8,26.6312
40,28,0,0.5,0.3,0,0.3,0.9,26.5356
40,28,0,0.5,0.3,0,0.4,0,40.8329
40,28,0,0.5,0.3,0,0.4,0.1,35.0855
40,28,0,0.5,0.3,0,0.4,0.2,26.5374
40,28,0,0.5,0.3,0,0.4,0.3,26.5368
40,28,0,0.5,0.3,0,0.4,0.4,26.5387
40,28,0,0.5,0.3,0,0.4,0.5,26.5384
40,28,0,0.5,0.3,0,0.4,0.6,26.5389
40,28,0,0.5,0.3,0,0.4,0.7,26.5387
40,28,0,0.5,0.3,0,0.4,0.8,23.3395
40,28,0,0.5,0.3,0,0.4,0.9,26.5405
40,28,0,0.5,0.3,0,0.5,0,40.9284
40,28,0,0.5,0.3,0,0.5,0.1,35.087
40,28,0,0.5,0.3,0,0.5,0.2,35.9051
40,28,0,0.5,0.3,0,0.5,0.3,23.1704
40,28,0,0.5,0.3,0,0.5,0.4,26.5373
40,28,0,0.5,0.3,0,0.5,0.5,26.5381
40,28,0,0.5,0.3,0,0.5,0.6,26.5402
40,28,0,0.5,0.3,0,0.5,0.7,26.5653
40,28,0,0.5,0.3,0,0.5,0.8,26.5395
40,28,0,0.5,0.3,0,0.5,0.9,26.5389
40,28,0,0.5,0.3,0,0.6,0,32.429
40,28,0,0.5,0.3,0,0.6,0.1,33.6901
40,28,0,0.5,0.3,0,0.6,0.2,26.5383
40,28,0,0.5,0.3,0,0.6,0.3,26.6336
40,28,0,0.5,0.3,0,0.6,0.4,31.9392
40,28,0,0.5,0.3,0,0.6,0.5,26.5395
40,28,0,0.5,0.3,0,0.6,0.6,26.5383
40,28,0,0.5,0.3,0,0.6,0.7,26.5386
40,28,0,0.5,0.3,0,0.6,0.8,26.5394
40,28,0,0.5,0.3,0,0.6,0.9,26.5645
40,28,0,0.5,0.3,0,0.7,0,34.0066
40,28,0,0.5,0.3,0,0.7,0.1,35.085
40,28,0,0.5,0.3,0,0.7,0.2,26.5356
40,28,0,0.5,0.3,0,0.7,0.3,26.5406
40,28,0,0.5,0.3,0,0.7,0.4,26.5395
40,28,0,0.5,0.3,0,0.7,0.5,26.5368
40,28,0,0.5,0.3,0,0.7,0.6,26.5385
40,28,0,0.5,0.3,0,0.7,0.7,26.5391
